pop,gen,best,mean,unique
3,2095,8.762,7.4197,69
0,2096,8.762,7.1367,73
1,2096,8.762,7.2202,76
2,2096,8.762,7.3008,77
3,2096,8.762,7.2853,73
0,2097,8.762,7.1622,78
1,2097,8.762,7.3567,65
2,2097,8.762,7.3391,72
3,2097,8.762,7.2989,78
0,2098,8.762,7.1339,75
1,2098,8.762,7.3319,70
2,2098,8.762,7.2715,67
3,2098,8.762,7.4621,76
0,2099,8.762,7.3192,66
1,2099,8.762,7.325,68
2,2099,8.762,7.1962,75
3,2099,8.762,7.3034,73
0,2100,8.762,7.2341,78
1,2100,8.762,7.216,82
2,2100,8.762,7.2768,80
3,2100,8.762,7.2645,75
0,2101,8.762,7.2919,79
1,2101,8.762,7.2784,80
2,2101,8.762,7.2084,84
3,2101,8.762,7.4646,67
0,2102,8.762,7.1462,81
1,2102,8.762,7.3744,75
2,2102,8.762,7.288,71
3,2102,8.762,7.2518,76
0,2103,8.762,7.3703,64
1,2103,8.762,7.3315,71
2,2103,8.762,7.1094,83
3,2103,8.762,7.3575,71
0,2104,8.762,7.2472,84
1,2104,8.762,7.3449,80
2,2104,8.762,7.2792,84
3,2104,8.762,7.3331,75
0,2105,8.762,7.1251,77
1,2105,8.762,7.3456,68
2,2105,8.762,7.3782,63
3,2105,8.762,7.2006,74
0,2106,8.762,7.3676,76
1,2106,8.762,7.1781,78
2,2106,8.762,7.2395,78
3,2106,8.762,7.1501,76
0,2107,8.762,7.1369,70
1,2107,8.762,7.3656,74
2,2107,8.762,7.4182,74
3,2107,8.762,7.2987,71
0,2108,8.762,7.4381,77
1,2108,8.762,7.38,71
2,2108,8.762,7.2704,79
3,2108,8.762,7.1873,78
0,2109,8.762,7.2398,78
1,2109,8.762,7.2603,75
2,2109,8.762,7.3069,73
3,2109,8.762,7.2979,78
0,2110,8.762,7.4177,73
1,2110,8.762,7.3158,77
2,2110,8.762,7.4238,61
3,2110,8.762,7.2261,82
0,2111,8.762,7.2729,69
1,2111,8.762,7.2004,68
2,2111,8.762,7.2881,76
3,2111,8.762,7.353,71
0,2112,8.762,7.1484,81
1,2112,8.762,7.1464,79
2,2112,8.762,7.4101,78
3,2112,8.762,7.2493,78
0,2113,8.762,7.3158,68
1,2113,8.762,7.2498,72
2,2113,8.762,7.2276,82
3,2113,8.762,7.2892,75
0,2114,8.762,7.1621,84
1,2114,8.762,7.4866,72
2,2114,8.762,7.4507,78
3,2114,8.762,7.3223,81
0,2115,8.762,7.3312,74
1,2115,8.762,7.4315,75
2,2115,8.762,7.2447,76
3,2115,8.762,7.1867,83
0,2116,8.762,7.2589,83
1,2116,8.762,7.3362,79
2,2116,8.762,7.4606,71
3,2116,8.762,7.1443,80
0,2117,8.762,7.0781,85
1,2117,8.762,7.2924,77
2,2117,8.762,7.4177,79
3,2117,8.762,7.1773,75
0,2118,8.762,7.3536,78
1,2118,8.762,7.2816,73
2,2118,8.762,7.3679,79
3,2118,8.762,7.2015,83
0,2119,8.762,7.1402,85
1,2119,8.762,7.4608,70
2,2119,8.762,7.3068,72
3,2119,8.762,7.2341,71
0,2120,8.762,7.2663,75
1,2120,8.762,7.2457,79
2,2120,8.762,7.1871,86
3,2120,8.762,7.3867,72
0,2121,8.762,7.3588,76
1,2121,8.762,7.1182,78
2,2121,8.762,7.245,75
3,2121,8.762,7.4349,70
0,2122,8.762,7.3773,76
1,2122,8.762,7.4334,76
2,2122,8.762,7.2996,74
3,2122,8.762,7.1691,79
0,2123,8.762,7.3229,70
1,2123,8.762,7.2428,73
2,2123,8.762,7.3217,79
3,2123,8.762,7.2094,81
0,2124,8.762,7.3232,79
1,2124,8.762,7.3988,82
2,2124,8.762,7.015,83
3,2124,8.762,7.2871,74
0,2125,8.762,7.2703,77
1,2125,8.762,7.0622,81
2,2125,8.762,7.3685,77
3,2125,8.762,7.2496,77
0,2126,8.762,7.2681,86
1,2126,8.762,7.2399,80
2,2126,8.762,7.3524,82
3,2126,8.762,7.1848,83
0,2127,8.762,7.3892,73
1,2127,8.762,7.3346,68
2,2127,8.762,7.2819,76
3,2127,8.762,7.3288,67
0,2128,8.762,7.3008,80
1,2128,8.762,7.2827,77
2,2128,8.762,7.3727,76
3,2128,8.762,7.3029,71
0,2129,8.762,7.3569,71
1,2129,8.762,7.3875,65
2,2129,8.762,7.2119,83
3,2129,8.762,7.1402,88
0,2130,8.762,7.3998,78
1,2130,8.762,7.3555,75
2,2130,8.762,7.2611,75
3,2130,8.762,7.2712,81
0,2131,8.762,7.3454,77
1,2131,8.762,7.2816,75
2,2131,8.762,7.2735,77
3,2131,8.762,7.3689,85
0,2132,8.762,7.2205,87
1,2132,8.762,7.381,70
2,2132,8.762,7.3865,74
3,2132,8.762,7.3445,81
0,2133,8.762,7.1977,83
1,2133,8.762,7.1695,75
2,2133,8.762,7.1965,81
3,2133,8.762,7.3405,84
0,2134,8.762,7.1869,75
1,2134,8.762,7.2484,82
2,2134,8.762,7.1397,80
3,2134,8.762,7.2377,79
0,2135,8.762,7.4044,75
1,2135,8.762,7.3445,67
2,2135,8.762,7.3328,71
3,2135,8.762,7.2436,77
0,2136,8.762,7.3265,74
1,2136,8.762,7.4097,70
2,2136,8.762,7.1028,83
3,2136,8.762,7.4417,70
0,2137,8.762,7.2278,79
1,2137,8.762,7.3541,69
2,2137,8.762,7.2868,76
3,2137,8.762,7.1802,80
0,2138,8.762,7.336,73
1,2138,8.762,7.4037,75
2,2138,8.762,7.3128,70
3,2138,8.762,7.247,76
0,2139,8.762,7.2832,82
1,2139,8.762,7.3988,77
2,2139,8.762,7.341,70
3,2139,8.762,7.3137,78
0,2140,8.762,7.2424,87
1,2140,8.762,7.3323,87
2,2140,8.762,7.181,77
3,2140,8.762,7.2521,79
0,2141,8.762,7.3492,80
1,2141,8.762,7.402,73
2,2141,8.762,7.3136,72
3,2141,8.762,7.331,79
0,2142,8.762,7.3615,72
1,2142,8.762,7.3339,72
2,2142,8.762,7.2032,77
3,2142,8.762,7.1711,80
0,2143,8.762,7.1825,83
1,2143,8.762,7.4287,72
2,2143,8.762,7.3049,83
3,2143,8.762,7.2286,79
0,2144,8.762,7.2828,81
1,2144,8.762,7.3348,76
2,2144,8.762,7.3181,75
3,2144,8.762,7.1426,80
0,2145,8.762,7.2491,74
1,2145,8.762,7.3484,75
2,2145,8.762,7.0895,84
3,2145,8.762,7.4022,71
0,2146,8.762,7.1351,79
1,2146,8.762,7.3362,70
2,2146,8.762,7.3121,71
3,2146,8.762,7.1383,75
0,2147,8.762,7.3477,80
1,2147,8.762,7.1997,91
2,2147,8.762,7.1734,74
3,2147,8.762,7.4358,75
0,2148,8.762,7.2297,70
1,2148,8.762,7.2866,79
2,2148,8.762,7.4782,76
3,2148,8.762,7.2795,78
0,2149,8.762,7.2692,76
1,2149,8.762,7.2588,78
2,2149,8.762,7.3724,72
3,2149,8.762,7.2546,84
0,2150,8.762,7.3174,76
1,2150,8.762,7.2902,71
2,2150,8.762,7.1729,80
3,2150,8.762,7.2888,88
0,2151,8.762,7.2056,87
1,2151,8.762,7.1811,86
2,2151,8.762,7.2156,86
3,2151,8.762,7.2616,79
0,2152,8.762,7.4399,72
1,2152,8.762,7.3937,70
2,2152,8.762,7.3085,75
3,2152,8.762,7.2287,73
0,2153,8.762,7.1693,74
1,2153,8.762,7.1648,81
2,2153,8.762,7.3696,76
3,2153,8.762,7.1638,84
0,2154,8.762,7.4472,78
1,2154,8.762,7.351,76
2,2154,8.762,7.22,73
3,2154,8.762,7.1863,77
0,2155,8.762,7.4525,66
1,2155,8.762,7.363,78
2,2155,8.762,7.3759,68
3,2155,8.762,7.3812,71
0,2156,8.762,7.2589,75
1,2156,8.762,7.1912,75
2,2156,8.762,7.168,66
3,2156,8.762,7.3634,73
0,2157,8.762,7.2648,85
1,2157,8.762,7.3177,69
2,2157,8.762,7.2931,80
3,2157,8.762,7.2961,78
0,2158,8.762,7.1531,74
1,2158,8.762,7.3752,75
2,2158,8.762,7.4069,73
3,2158,8.762,7.2132,81
0,2159,8.762,7.234,78
1,2159,8.762,7.2147,76
2,2159,8.762,7.217,76
3,2159,8.762,7.2781,75
0,2160,8.762,7.3608,79
1,2160,8.762,7.3602,61
2,2160,8.762,7.1942,71
3,2160,8.762,7.3497,70
0,2161,8.762,7.4666,74
1,2161,8.762,7.1105,89
2,2161,8.762,7.0719,83
3,2161,8.762,7.3337,70
0,2162,8.762,7.0894,83
1,2162,8.762,7.2598,82
2,2162,8.762,7.2305,81
3,2162,8.762,7.2966,72
0,2163,8.762,7.3828,71
1,2163,8.762,7.1198,85
2,2163,8.762,7.2106,66
3,2163,8.762,7.336,77
0,2164,8.762,7.337,80
1,2164,8.762,7.3535,69
2,2164,8.762,7.2112,84
3,2164,8.762,7.0848,82
0,2165,8.762,7.3985,82
1,2165,8.762,7.234,78
2,2165,8.762,7.3939,70
3,2165,8.762,7.2684,76
0,2166,8.762,7.3156,84
1,2166,8.762,7.3363,73
2,2166,8.762,7.1867,74
3,2166,8.762,7.2723,79
0,2167,8.762,7.3011,66
1,2167,8.762,7.2568,76
2,2167,8.762,7.3811,70
3,2167,8.762,7.2466,74
0,2168,8.762,7.2848,72
1,2168,8.762,7.3029,67
2,2168,8.762,7.3012,70
3,2168,8.762,7.2996,76
0,2169,8.762,7.2836,82
1,2169,8.762,7.2663,89
2,2169,8.762,7.3814,78
3,2169,8.762,7.212,74
0,2170,8.762,7.3503,70
1,2170,8.762,7.295,76
2,2170,8.762,7.4054,66
3,2170,8.762,7.2624,78
0,2171,8.762,7.3446,74
1,2171,8.762,7.2296,81
2,2171,8.762,7.2203,75
3,2171,8.762,7.3777,81
0,2172,8.762,7.4138,72
1,2172,8.762,7.1506,78
2,2172,8.762,7.288,83
3,2172,8.762,7.2551,78
0,2173,8.762,7.1766,85
1,2173,8.762,7.3621,80
2,2173,8.762,7.1389,86
3,2173,8.762,7.3741,71
0,2174,8.762,7.2598,73
1,2174,8.762,7.2525,67
2,2174,8.762,7.1668,76
3,2174,8.762,7.3155,82
0,2175,8.762,7.2413,86
1,2175,8.762,7.2243,84
2,2175,8.762,7.2757,72
3,2175,8.762,7.4118,76
0,2176,8.762,7.3007,76
1,2176,8.762,7.3447,84
2,2176,8.762,7.2576,67
3,2176,8.762,7.4109,78
0,2177,8.762,7.294,78
1,2177,8.762,7.158,78
2,2177,8.762,7.2735,83
3,2177,8.762,7.1614,85
0,2178,8.762,7.3206,81
1,2178,8.762,7.2287,83
2,2178,8.762,7.2536,76
3,2178,8.762,7.2041,82
0,2179,8.762,7.3439,83
1,2179,8.762,7.2899,67
2,2179,8.762,7.2418,71
3,2179,8.762,7.3437,77
0,2180,8.762,7.3534,67
1,2180,8.762,7.2722,80
2,2180,8.762,7.317,74
3,2180,8.762,7.2566,79
0,2181,8.762,7.1764,79
1,2181,8.762,7.3133,75
2,2181,8.762,7.3253,72
3,2181,8.762,7.302,80
0,2182,8.762,7.328,78
1,2182,8.762,7.2972,70
2,2182,8.762,7.2515,82
3,2182,8.762,7.2478,85
0,2183,8.762,7.3349,61
1,2183,8.762,7.3683,78
2,2183,8.762,7.3458,74
3,2183,8.762,7.3486,72
0,2184,8.762,7.2494,80
1,2184,8.762,7.1985,84
2,2184,8.762,7.4257,83
3,2184,8.762,7.2185,76
0,2185,8.762,7.4515,73
1,2185,8.762,7.2485,68
2,2185,8.762,7.1541,82
3,2185,8.762,7.3934,67
0,2186,8.762,7.3968,71
1,2186,8.762,7.2637,82
2,2186,8.762,7.4114,78
3,2186,8.762,7.2853,75
0,2187,8.762,7.2223,83
1,2187,8.762,7.3634,78
2,2187,8.762,7.4263,77
3,2187,8.762,7.2231,84
0,2188,8.762,7.2332,75
1,2188,8.762,7.3252,77
2,2188,8.762,7.3674,74
3,2188,8.762,7.1235,79
0,2189,8.762,7.3512,76
1,2189,8.762,7.3337,72
2,2189,8.762,7.3235,73
3,2189,8.762,7.1566,83
0,2190,8.762,7.2333,79
1,2190,8.762,7.3358,70
2,2190,8.762,7.2602,71
3,2190,8.762,7.4045,73
0,2191,8.762,7.4641,76
1,2191,8.762,7.3284,70
2,2191,8.762,7.4511,62
3,2191,8.762,7.1918,80
0,2192,8.762,7.315,82
1,2192,8.762,7.2236,81
2,2192,8.762,7.2256,75
3,2192,8.762,7.3275,76
0,2193,8.762,7.1485,82
1,2193,8.762,7.2655,74
2,2193,8.762,7.3276,76
3,2193,8.762,7.4893,69
0,2194,8.762,7.3242,71
1,2194,8.762,7.2696,74
2,2194,8.762,7.1328,80
3,2194,8.762,7.1096,79
0,2195,8.762,7.2104,80
1,2195,8.762,7.3718,72
2,2195,8.762,7.3051,74
3,2195,8.762,7.4173,63
0,2196,8.762,7.1776,84
1,2196,8.762,7.3874,76
2,2196,8.762,7.2821,84
3,2196,8.762,7.1521,76
0,2197,8.762,7.1381,84
1,2197,8.762,7.3292,75
2,2197,8.762,7.2499,68
3,2197,8.762,7.4194,73
0,2198,8.762,7.3756,77
1,2198,8.762,7.0961,83
2,2198,8.762,7.2508,77
3,2198,8.762,7.2386,74
0,2199,8.762,7.4259,72
1,2199,8.762,7.3517,78
2,2199,8.762,7.1625,73
3,2199,8.762,7.3458,75
0,2200,8.762,7.3185,71
1,2200,8.762,7.3386,67
2,2200,8.762,7.1975,80
3,2200,8.762,7.3208,82
0,2201,8.762,7.1423,81
1,2201,8.762,7.4093,73
2,2201,8.762,7.3224,65
3,2201,8.762,7.2625,84
0,2202,8.762,7.1604,80
1,2202,8.762,7.3631,73
2,2202,8.762,7.1326,75
3,2202,8.762,7.1496,76
0,2203,8.762,7.2764,85
1,2203,8.762,7.2602,72
2,2203,8.762,7.1203,81
3,2203,8.762,7.2235,83
0,2204,8.762,7.3443,78
1,2204,8.762,7.3516,70
2,2204,8.762,7.3436,77
3,2204,8.762,7.3305,74
0,2205,8.762,7.333,79
1,2205,8.762,7.193,81
2,2205,8.762,7.4223,65
3,2205,8.762,7.2874,73
0,2206,8.762,7.2706,82
1,2206,8.762,7.3706,77
2,2206,8.762,7.3546,71
3,2206,8.762,7.2076,87
0,2207,8.762,7.2921,70
1,2207,8.762,7.4765,74
2,2207,8.762,7.205,77
3,2207,8.762,7.1327,75
0,2208,8.762,7.3799,75
1,2208,8.762,7.3673,72
2,2208,8.762,7.3048,71
3,2208,8.762,7.1424,75
0,2209,8.762,7.2815,78
1,2209,8.762,7.3324,69
2,2209,8.762,7.5425,65
3,2209,8.762,7.1298,77
0,2210,8.762,7.2595,80
1,2210,8.762,7.2156,74
2,2210,8.762,7.2078,78
3,2210,8.762,7.31,81
0,2211,8.762,7.3005,72
1,2211,8.762,7.2313,84
2,2211,8.762,7.204,81
3,2211,8.762,7.3667,71
0,2212,8.762,7.2307,83
1,2212,8.762,7.2067,69
2,2212,8.762,7.3618,74
3,2212,8.762,7.14,80
0,2213,8.762,7.3499,80
1,2213,8.762,7.344,69
2,2213,8.762,7.2336,77
3,2213,8.762,7.2337,88
0,2214,8.762,7.401,73
1,2214,8.762,7.3325,80
2,2214,8.762,7.2404,84
3,2214,8.762,7.3955,71
0,2215,8.762,7.3299,77
1,2215,8.762,7.2364,74
2,2215,8.762,7.3312,80
3,2215,8.762,7.1338,80
0,2216,8.762,7.3748,74
1,2216,8.762,7.248,76
2,2216,8.762,7.4147,73
3,2216,8.762,7.1768,74
0,2217,8.762,7.3674,75
1,2217,8.762,7.0499,83
2,2217,8.762,7.3756,68
3,2217,8.762,7.371,70
0,2218,8.762,7.2054,81
1,2218,8.762,7.2527,78
2,2218,8.762,7.3745,79
3,2218,8.762,7.2078,78
0,2219,8.762,7.4581,67
1,2219,8.762,7.3434,74
2,2219,8.762,7.4366,70
3,2219,8.762,7.4851,76
0,2220,8.762,7.3883,72
1,2220,8.762,7.3081,75
2,2220,8.762,7.2676,80
3,2220,8.762,7.3119,73
0,2221,8.762,7.3274,76
1,2221,8.762,7.3238,77
2,2221,8.762,7.229,82
3,2221,8.762,7.3821,74
0,2222,8.762,7.3639,83
1,2222,8.762,7.3415,73
2,2222,8.762,7.2874,80
3,2222,8.762,7.2945,75
0,2223,8.762,7.3124,78
1,2223,8.762,7.1881,77
2,2223,8.762,7.3911,81
3,2223,8.762,7.2825,71
0,2224,8.762,7.2566,78
1,2224,8.762,7.2109,81
2,2224,8.762,7.2407,81
3,2224,8.762,7.2149,81
0,2225,8.762,7.2015,84
1,2225,8.762,7.3158,69
2,2225,8.762,7.3318,77
3,2225,8.762,7.1156,92
0,2226,8.762,7.3237,75
1,2226,8.762,7.2803,78
2,2226,8.762,7.2847,80
3,2226,8.762,7.0632,98
0,2227,8.762,7.3408,72
1,2227,8.762,7.2165,81
2,2227,8.762,7.2837,76
3,2227,8.762,7.2416,77
0,2228,8.762,7.2655,81
1,2228,8.762,7.3841,77
2,2228,8.762,7.1277,90
3,2228,8.762,7.3371,81
0,2229,8.762,7.2514,80
1,2229,8.762,6.9997,80
2,2229,8.762,7.2496,79
3,2229,8.762,7.1666,72
0,2230,8.762,7.3823,79
1,2230,8.762,7.1986,86
2,2230,8.762,7.2665,77
3,2230,8.762,7.2373,72
0,2231,8.762,6.9858,85
1,2231,8.762,7.3541,74
2,2231,8.762,7.3798,80
3,2231,8.762,7.1667,82
0,2232,8.762,7.1547,79
1,2232,8.762,7.0736,86
2,2232,8.762,7.26,82
3,2232,8.762,7.2949,82
0,2233,8.762,7.233,74
1,2233,8.762,7.3854,78
2,2233,8.762,7.354,82
3,2233,8.762,7.4971,60
0,2234,8.762,7.2044,82
1,2234,8.762,7.2175,81
2,2234,8.762,7.2744,67
3,2234,8.762,7.4076,78
0,2235,8.762,7.2935,84
1,2235,8.762,7.223,83
2,2235,8.762,7.4123,71
3,2235,8.762,7.2773,69
0,2236,8.762,7.2892,84
1,2236,8.762,7.2466,77
2,2236,8.762,7.2284,87
3,2236,8.762,7.1236,89
0,2237,8.762,7.2107,74
1,2237,8.762,7.1533,84
2,2237,8.762,7.3616,75
3,2237,8.762,7.236,77
0,2238,8.762,7.3984,74
1,2238,8.762,7.2889,75
2,2238,8.762,7.3537,74
3,2238,8.762,7.2513,75
0,2239,8.762,7.1093,82
1,2239,8.762,7.1827,79
2,2239,8.762,7.2617,84
3,2239,8.762,7.2244,80
0,2240,8.762,7.1367,91
1,2240,8.762,7.2081,77
2,2240,8.762,7.3573,74
3,2240,8.762,7.2045,87
0,2241,8.762,7.3933,67
1,2241,8.762,7.2489,80
2,2241,8.762,7.2175,84
3,2241,8.762,7.2396,78
0,2242,8.762,7.1505,85
1,2242,8.762,7.3402,73
2,2242,8.762,7.2169,85
3,2242,8.762,7.2091,82
0,2243,8.762,7.5843,67
1,2243,8.762,7.3965,67
2,2243,8.762,7.2369,69
3,2243,8.762,7.4048,67
0,2244,8.762,7.1324,87
1,2244,8.762,7.4261,78
2,2244,8.762,7.1513,78
3,2244,8.762,7.2367,75
0,2245,8.762,7.1887,79
1,2245,8.762,7.2218,76
2,2245,8.762,7.1784,80
3,2245,8.762,7.355,75
0,2246,8.762,7.3461,75
1,2246,8.762,7.4232,58
2,2246,8.762,7.4206,73
3,2246,8.762,7.422,66
0,2247,8.762,7.3149,83
1,2247,8.762,7.3378,69
2,2247,8.762,7.3165,74
3,2247,8.762,7.2795,88
0,2248,8.762,7.1734,75
1,2248,8.762,7.2515,81
2,2248,8.762,7.3548,77
3,2248,8.762,7.2578,82
0,2249,8.762,7.3465,80
1,2249,8.762,7.3055,83
2,2249,8.762,7.4526,73
3,2249,8.762,7.2743,77
0,2250,8.762,7.3048,71
1,2250,8.762,7.3741,77
2,2250,8.762,7.3115,83
3,2250,8.762,7.3851,73
0,2251,8.762,7.2168,78
1,2251,8.762,7.3466,75
2,2251,8.762,7.3243,73
3,2251,8.762,7.3846,73
0,2252,8.762,7.2962,74
1,2252,8.762,7.2881,70
2,2252,8.762,7.3918,78
3,2252,8.762,7.2749,77
0,2253,8.762,7.1853,88
1,2253,8.762,7.4391,76
2,2253,8.762,7.3392,80
3,2253,8.762,7.4672,66
0,2254,8.762,7.3887,79
1,2254,8.762,7.2032,73
2,2254,8.762,7.2665,74
3,2254,8.762,7.1911,77
0,2255,8.762,7.383,78
1,2255,8.762,7.3124,77
2,2255,8.762,7.2448,77
3,2255,8.762,7.4737,69
0,2256,8.762,7.2164,72
1,2256,8.762,7.26,71
2,2256,8.762,7.3699,79
3,2256,8.762,7.3319,73
0,2257,8.762,7.3635,65
1,2257,8.762,7.2023,85
2,2257,8.762,7.2499,78
3,2257,8.762,7.2684,81
0,2258,8.762,7.226,75
1,2258,8.762,7.2227,71
2,2258,8.762,7.2898,76
3,2258,8.762,7.1562,77
0,2259,8.762,7.4005,74
1,2259,8.762,7.2907,76
2,2259,8.762,7.3117,71
3,2259,8.762,7.2491,85
0,2260,8.762,7.272,77
1,2260,8.762,7.1993,73
2,2260,8.762,7.3763,78
3,2260,8.762,7.1925,84
0,2261,8.762,7.2093,75
1,2261,8.762,7.3722,69
2,2261,8.762,7.2997,73
3,2261,8.762,7.2552,71
0,2262,8.762,7.3006,77
1,2262,8.762,7.204,76
2,2262,8.762,7.3609,78
3,2262,8.762,7.3098,69
0,2263,8.762,7.3508,85
1,2263,8.762,7.3383,71
2,2263,8.762,7.4431,70
3,2263,8.762,7.3553,71
0,2264,8.762,7.325,79
1,2264,8.762,7.4444,69
2,2264,8.762,7.2829,74
3,2264,8.762,7.2352,70
0,2265,8.762,7.2138,75
1,2265,8.762,7.151,76
2,2265,8.762,7.3763,71
3,2265,8.762,7.2919,83
0,2266,8.762,7.1745,68
1,2266,8.762,7.1403,85
2,2266,8.762,7.2893,77
3,2266,8.762,7.3616,80
0,2267,8.762,7.3099,78
1,2267,8.762,7.2266,70
2,2267,8.762,7.1579,80
3,2267,8.762,7.3238,75
0,2268,8.762,7.2398,78
1,2268,8.762,7.2542,78
2,2268,8.762,7.3283,69
3,2268,8.762,7.0578,82
0,2269,8.762,7.2213,68
1,2269,8.762,7.284,73
2,2269,8.762,7.2892,74
3,2269,8.762,7.2023,86
0,2270,8.762,7.3792,74
1,2270,8.762,7.1719,78
2,2270,8.762,7.2645,79
3,2270,8.762,7.4742,65
0,2271,8.762,7.1782,83
1,2271,8.762,7.2511,77
2,2271,8.762,7.3111,64
3,2271,8.762,7.271,74
0,2272,8.762,7.3105,77
1,2272,8.762,7.3199,76
2,2272,8.762,7.2487,79
3,2272,8.762,7.3683,76
0,2273,8.762,7.4152,71
1,2273,8.762,7.3929,75
2,2273,8.762,7.2332,74
3,2273,8.762,7.4444,74
0,2274,8.762,7.3537,73
1,2274,8.762,7.4308,81
2,2274,8.762,7.3679,77
3,2274,8.762,7.2952,76
0,2275,8.762,7.3828,77
1,2275,8.762,7.2515,85
2,2275,8.762,7.4072,70
3,2275,8.762,7.2691,74
0,2276,8.762,7.2443,82
1,2276,8.762,7.2727,80
2,2276,8.762,7.2916,78
3,2276,8.762,7.4051,70
0,2277,8.762,7.27,82
1,2277,8.762,7.363,81
2,2277,8.762,7.2423,84
3,2277,8.762,7.3174,75
0,2278,8.762,7.3932,59
1,2278,8.762,7.295,70
2,2278,8.762,7.2438,82
3,2278,8.762,7.4255,73
0,2279,8.762,7.3482,74
1,2279,8.762,7.4855,69
2,2279,8.762,7.2029,83
3,2279,8.762,7.138,86
0,2280,8.762,7.0811,88
1,2280,8.762,7.2141,73
2,2280,8.762,7.2952,81
3,2280,8.762,7.2849,75
0,2281,8.762,7.4424,74
1,2281,8.762,7.3974,66
2,2281,8.762,7.3352,72
3,2281,8.762,7.2996,74
0,2282,8.762,7.0603,92
1,2282,8.762,7.1757,72
2,2282,8.762,7.4286,78
3,2282,8.762,7.2799,76
0,2283,8.762,7.2693,73
1,2283,8.762,7.2405,81
2,2283,8.762,7.2008,77
3,2283,8.762,7.3936,80
0,2284,8.762,7.5065,73
1,2284,8.762,7.5199,61
2,2284,8.762,7.5305,68
3,2284,8.762,7.2046,85
0,2285,8.762,7.1933,72
1,2285,8.762,7.313,63
2,2285,8.762,7.2719,85
3,2285,8.762,7.2768,75
0,2286,8.762,7.3928,84
1,2286,8.762,7.1579,79
2,2286,8.762,7.3338,75
3,2286,8.762,7.2275,81
0,2287,8.762,7.3024,82
1,2287,8.762,7.2067,78
2,2287,8.762,7.4152,66
3,2287,8.762,7.3524,74
0,2288,8.762,7.1789,81
1,2288,8.762,7.3671,71
2,2288,8.762,7.3898,67
3,2288,8.762,7.3066,78
0,2289,8.762,7.0981,79
1,2289,8.762,7.4113,67
2,2289,8.762,7.2779,82
3,2289,8.762,7.3784,66
0,2290,8.762,7.2939,76
1,2290,8.762,7.316,65
2,2290,8.762,7.4246,76
3,2290,8.762,7.3074,79
0,2291,8.762,7.4035,75
1,2291,8.762,7.2787,71
2,2291,8.762,7.3046,75
3,2291,8.762,7.3929,88
0,2292,8.762,7.3795,78
1,2292,8.762,7.2868,83
2,2292,8.762,7.2397,80
3,2292,8.762,7.1959,82
0,2293,8.762,7.3194,70
1,2293,8.762,7.2785,82
2,2293,8.762,7.2601,77
3,2293,8.762,7.3621,76
0,2294,8.762,7.5875,70
1,2294,8.762,7.2761,78
2,2294,8.762,7.3024,79
3,2294,8.762,7.1885,78
0,2295,8.762,7.14,79
1,2295,8.762,7.2787,67
2,2295,8.762,7.2849,79
3,2295,8.762,7.2141,75
0,2296,8.762,7.273,73
1,2296,8.762,7.4084,80
2,2296,8.762,7.4183,76
3,2296,8.762,7.3362,72
0,2297,8.762,7.3479,78
1,2297,8.762,7.2424,81
2,2297,8.762,7.2557,70
3,2297,8.762,7.4197,69
0,2298,8.762,7.3624,76
1,2298,8.762,7.2032,68
2,2298,8.762,7.3158,74
3,2298,8.762,7.2345,76
0,2299,8.762,7.2954,77
1,2299,8.762,7.2236,72
2,2299,8.762,7.3043,67
3,2299,8.762,7.335,71
0,2300,8.762,7.2571,88
1,2300,8.762,7.4187,71
2,2300,8.762,7.3461,78
3,2300,8.762,7.2853,74
0,2301,8.762,7.1143,75
1,2301,8.762,7.3362,76
2,2301,8.762,7.3926,81
3,2301,8.762,7.2386,74
0,2302,8.762,7.4135,65
1,2302,8.762,7.2957,72
2,2302,8.762,7.3682,77
3,2302,8.762,7.4639,76
0,2303,8.762,7.3111,80
1,2303,8.762,7.3133,81
2,2303,8.762,7.5065,65
3,2303,8.762,7.3246,71
0,2304,8.762,7.2815,76
1,2304,8.762,7.363,82
2,2304,8.762,7.229,85
3,2304,8.762,7.1981,84
0,2305,8.762,7.2796,74
1,2305,8.762,7.244,82
2,2305,8.762,7.318,83
3,2305,8.762,7.2417,79
0,2306,8.762,7.2089,83
1,2306,8.762,7.2558,75
2,2306,8.762,7.0727,84
3,2306,8.762,7.1902,81
0,2307,8.762,7.2483,81
1,2307,8.762,7.0227,86
2,2307,8.762,7.2875,74
3,2307,8.762,7.3697,62
0,2308,8.762,7.2955,82
1,2308,8.762,7.0829,75
2,2308,8.762,7.2619,70
3,2308,8.762,7.3381,80
0,2309,8.762,7.2624,86
1,2309,8.762,7.2589,72
2,2309,8.762,7.3421,81
3,2309,8.762,7.3241,76
0,2310,8.762,7.393,74
1,2310,8.762,7.2403,68
2,2310,8.762,7.4094,65
3,2310,8.762,7.2373,71
0,2311,8.762,7.2797,84
1,2311,8.762,7.2448,80
2,2311,8.762,7.1656,75
3,2311,8.762,7.1439,75
0,2312,8.762,7.2361,81
1,2312,8.762,7.4058,75
2,2312,8.762,7.1368,83
3,2312,8.762,7.2824,74
0,2313,8.762,7.2699,75
1,2313,8.762,7.2846,73
2,2313,8.762,7.2194,85
3,2313,8.762,7.0778,76
0,2314,8.762,7.2124,81
1,2314,8.762,7.2916,73
2,2314,8.762,7.1902,75
3,2314,8.762,7.22,78
0,2315,8.762,7.3604,72
