pop,gen,best,mean,unique
1,8993,8.762,7.2292,79
2,8993,8.762,7.1489,86
3,8993,8.762,7.2962,71
0,8994,8.762,7.2875,82
1,8994,8.762,7.1813,87
2,8994,8.762,7.142,90
3,8994,8.762,7.3808,69
0,8995,8.762,7.3713,80
1,8995,8.762,7.1578,78
2,8995,8.762,7.2224,78
3,8995,8.762,7.2733,76
0,8996,8.762,7.2248,80
1,8996,8.762,7.3587,67
2,8996,8.762,7.2982,83
3,8996,8.762,7.1027,83
0,8997,8.762,7.1488,83
1,8997,8.762,7.2202,76
2,8997,8.762,7.2698,69
3,8997,8.762,7.1046,77
0,8998,8.762,7.2588,80
1,8998,8.762,7.3304,67
2,8998,8.762,7.2754,85
3,8998,8.762,7.0978,90
0,8999,8.762,7.3069,80
1,8999,8.762,7.4185,77
2,8999,8.762,7.0777,87
3,8999,8.762,7.3706,70
0,9000,8.762,7.3195,82
1,9000,8.762,7.3677,72
2,9000,8.762,7.2541,70
3,9000,8.762,7.0529,89
0,9001,8.762,7.2131,80
1,9001,8.762,7.3839,72
2,9001,8.762,7.1209,84
3,9001,8.762,7.2082,80
0,9002,8.762,7.342,80
1,9002,8.762,7.1147,87
2,9002,8.762,7.1586,75
3,9002,8.762,7.1204,81
0,9003,8.762,7.3386,82
1,9003,8.762,7.3019,79
2,9003,8.762,7.1214,85
3,9003,8.762,7.2849,77
0,9004,8.762,7.1679,83
1,9004,8.762,7.2371,86
2,9004,8.762,7.4318,66
3,9004,8.762,7.2137,83
0,9005,8.762,7.2057,73
1,9005,8.762,7.3126,88
2,9005,8.762,7.0757,75
3,9005,8.762,7.2374,84
0,9006,8.762,7.152,83
1,9006,8.762,7.1679,79
2,9006,8.762,7.2079,86
3,9006,8.762,7.1639,97
0,9007,8.762,7.0618,94
1,9007,8.762,7.326,83
2,9007,8.762,7.2093,89
3,9007,8.762,7.2256,86
0,9008,8.762,7.2306,82
1,9008,8.762,7.227,74
2,9008,8.762,7.2104,79
3,9008,8.762,7.3144,74
0,9009,8.762,7.2708,76
1,9009,8.762,7.287,83
2,9009,8.762,7.2338,81
3,9009,8.762,7.2602,77
0,9010,8.762,7.2476,77
1,9010,8.762,7.1589,84
2,9010,8.762,7.2544,77
3,9010,8.762,7.2671,73
0,9011,8.762,7.19,82
1,9011,8.762,7.2162,77
2,9011,8.762,7.4284,65
3,9011,8.762,7.2505,73
0,9012,8.762,7.2338,87
1,9012,8.762,7.2381,83
2,9012,8.762,7.0988,94
3,9012,8.762,7.2054,89
0,9013,8.762,7.0478,85
1,9013,8.762,7.224,81
2,9013,8.762,7.4008,69
3,9013,8.762,7.3065,82
0,9014,8.762,7.1327,85
1,9014,8.762,7.2977,77
2,9014,8.762,7.1119,84
3,9014,8.762,7.0901,81
0,9015,8.762,7.1644,87
1,9015,8.762,7.1347,76
2,9015,8.762,6.941,99
3,9015,8.762,7.3576,74
0,9016,8.762,7.2496,86
1,9016,8.762,7.1307,85
2,9016,8.762,7.2625,85
3,9016,8.762,7.3815,76
0,9017,8.762,7.2788,86
1,9017,8.762,7.2887,76
2,9017,8.762,7.4211,81
3,9017,8.762,7.2668,69
0,9018,8.762,7.3043,90
1,9018,8.762,7.2157,85
2,9018,8.762,7.2977,67
3,9018,8.762,7.3008,84
0,9019,8.762,7.2709,76
1,9019,8.762,7.2597,80
2,9019,8.762,7.236,84
3,9019,8.762,7.1224,84
0,9020,8.762,7.0161,82
1,9020,8.762,7.2777,78
2,9020,8.762,7.2671,83
3,9020,8.762,7.1564,94
0,9021,8.762,7.4296,71
1,9021,8.762,7.2747,86
2,9021,8.762,7.0234,93
3,9021,8.762,7.3844,77
0,9022,8.762,7.266,69
1,9022,8.762,7.17,87
2,9022,8.762,7.4054,81
3,9022,8.762,7.3874,80
0,9023,8.762,7.1224,76
1,9023,8.762,7.2174,91
2,9023,8.762,7.3234,78
3,9023,8.762,7.242,82
0,9024,8.762,7.3798,73
1,9024,8.762,7.1946,86
2,9024,8.762,7.1921,78
3,9024,8.762,7.3929,73
0,9025,8.762,7.2755,78
1,9025,8.762,7.262,79
2,9025,8.762,7.3042,75
3,9025,8.762,7.3972,79
0,9026,8.762,7.17,88
1,9026,8.762,7.1016,80
2,9026,8.762,7.2315,79
3,9026,8.762,7.4694,65
0,9027,8.762,7.3598,70
1,9027,8.762,7.3269,77
2,9027,8.762,7.1174,84
3,9027,8.762,7.1735,91
0,9028,8.762,7.266,83
1,9028,8.762,7.3905,80
2,9028,8.762,7.198,71
3,9028,8.762,7.1423,89
0,9029,8.762,7.2999,83
1,9029,8.762,7.1937,91
2,9029,8.762,7.2891,84
3,9029,8.762,7.3414,74
0,9030,8.762,7.2781,88
1,9030,8.762,7.2708,82
2,9030,8.762,7.1584,86
3,9030,8.762,7.4192,75
0,9031,8.762,7.2459,79
1,9031,8.762,7.1145,80
2,9031,8.762,7.2701,76
3,9031,8.762,7.0547,98
0,9032,8.762,7.2309,77
1,9032,8.762,7.2885,80
2,9032,8.762,7.1438,70
3,9032,8.762,7.0993,87
0,9033,8.762,7.3341,88
1,9033,8.762,7.3008,84
2,9033,8.762,7.3193,77
3,9033,8.762,7.2207,72
0,9034,8.762,7.1698,90
1,9034,8.762,7.2177,80
2,9034,8.762,7.4218,80
3,9034,8.762,7.2541,75
0,9035,8.762,7.3584,77
1,9035,8.762,7.2943,74
2,9035,8.762,7.278,79
3,9035,8.762,7.3488,81
0,9036,8.762,7.2846,74
1,9036,8.762,7.3704,82
2,9036,8.762,7.2497,89
3,9036,8.762,7.1937,85
0,9037,8.762,7.2191,80
1,9037,8.762,7.2018,96
2,9037,8.762,7.275,76
3,9037,8.762,7.1246,86
0,9038,8.762,7.1305,87
1,9038,8.762,7.351,71
2,9038,8.762,7.2719,79
3,9038,8.762,7.3453,86
0,9039,8.762,7.2664,77
1,9039,8.762,7.1205,91
2,9039,8.762,7.2461,87
3,9039,8.762,7.3639,81
0,9040,8.762,7.31,85
1,9040,8.762,7.2779,79
2,9040,8.762,7.2464,84
3,9040,8.762,7.0438,89
0,9041,8.762,7.2711,80
1,9041,8.762,7.1089,83
2,9041,8.762,7.2511,81
3,9041,8.762,7.1554,85
0,9042,8.762,7.1816,82
1,9042,8.762,7.1626,95
2,9042,8.762,7.3779,78
3,9042,8.762,7.1764,81
0,9043,8.762,7.1985,86
1,9043,8.762,7.2612,78
2,9043,8.762,7.1974,83
3,9043,8.762,7.3874,80
0,9044,8.762,7.3129,79
1,9044,8.762,7.0911,89
2,9044,8.762,7.245,86
3,9044,8.762,7.3058,83
0,9045,8.762,7.0824,92
1,9045,8.762,7.2246,82
2,9045,8.762,7.3142,91
3,9045,8.762,7.2462,90
0,9046,8.762,7.2812,85
1,9046,8.762,7.3163,79
2,9046,8.762,7.2156,82
3,9046,8.762,7.27,77
0,9047,8.762,7.1058,80
1,9047,8.762,7.1692,78
2,9047,8.762,7.3458,74
3,9047,8.762,7.3929,78
0,9048,8.762,7.3832,78
1,9048,8.762,7.2918,80
2,9048,8.762,7.2809,79
3,9048,8.762,7.075,88
0,9049,8.762,7.2325,79
1,9049,8.762,7.242,82
2,9049,8.762,7.1717,83
3,9049,8.762,7.1497,81
0,9050,8.762,7.1143,93
1,9050,8.762,7.3804,77
2,9050,8.762,7.2574,82
3,9050,8.762,7.4144,78
0,9051,8.762,7.0485,96
1,9051,8.762,7.2894,80
2,9051,8.762,7.2192,78
3,9051,8.762,7.382,77
0,9052,8.762,7.3486,81
1,9052,8.762,7.3152,86
2,9052,8.762,7.2906,79
3,9052,8.762,7.1378,86
0,9053,8.762,7.1719,92
1,9053,8.762,7.2691,79
2,9053,8.762,7.4132,76
3,9053,8.762,7.0787,77
0,9054,8.762,7.2244,85
1,9054,8.762,7.2403,89
2,9054,8.762,7.0334,83
3,9054,8.762,7.2823,83
0,9055,8.762,7.3085,75
1,9055,8.762,7.2353,78
2,9055,8.762,7.167,78
3,9055,8.762,7.1982,89
0,9056,8.762,7.1119,82
1,9056,8.762,7.2686,82
2,9056,8.762,7.3728,76
3,9056,8.762,7.307,79
0,9057,8.762,7.2499,78
1,9057,8.762,7.2589,75
2,9057,8.762,7.2637,87
3,9057,8.762,7.1634,90
0,9058,8.762,7.1044,87
1,9058,8.762,7.2314,69
2,9058,8.762,7.2614,79
3,9058,8.762,7.0309,86
0,9059,8.762,7.1854,83
1,9059,8.762,7.228,78
2,9059,8.762,7.289,79
3,9059,8.762,7.1064,82
0,9060,8.762,7.1616,82
1,9060,8.762,7.1177,86
2,9060,8.762,7.224,83
3,9060,8.762,7.2051,74
0,9061,8.762,7.2639,79
1,9061,8.762,7.3443,73
2,9061,8.762,7.3811,74
3,9061,8.762,7.0279,85
0,9062,8.762,7.2214,80
1,9062,8.762,7.273,79
2,9062,8.762,7.2037,86
3,9062,8.762,7.0972,80
0,9063,8.762,7.2373,81
1,9063,8.762,7.3178,82
2,9063,8.762,7.3585,79
3,9063,8.762,7.1777,77
0,9064,8.762,7.2491,87
1,9064,8.762,7.3499,80
2,9064,8.762,7.3905,69
3,9064,8.762,7.2079,85
0,9065,8.762,7.3663,70
1,9065,8.762,7.3057,81
2,9065,8.762,7.2409,90
3,9065,8.762,7.0814,95
0,9066,8.762,7.3136,70
1,9066,8.762,7.1976,76
2,9066,8.762,7.1574,81
3,9066,8.762,7.376,75
0,9067,8.762,7.1566,86
1,9067,8.762,7.2295,92
2,9067,8.762,7.3078,78
3,9067,8.762,7.0807,89
0,9068,8.762,7.2218,79
1,9068,8.762,7.4428,76
2,9068,8.762,7.402,83
3,9068,8.762,7.0942,96
0,9069,8.762,7.2608,74
1,9069,8.762,7.3902,74
2,9069,8.762,7.2831,83
3,9069,8.762,7.1916,82
0,9070,8.762,7.2456,87
1,9070,8.762,7.2971,81
2,9070,8.762,7.2721,74
3,9070,8.762,7.2364,73
0,9071,8.762,7.3567,78
1,9071,8.762,7.3226,83
2,9071,8.762,7.3582,80
3,9071,8.762,7.3986,64
0,9072,8.762,7.3202,85
1,9072,8.762,7.3562,74
2,9072,8.762,7.4057,77
3,9072,8.762,7.2613,74
0,9073,8.762,7.2528,82
1,9073,8.762,7.264,82
2,9073,8.762,7.2607,87
3,9073,8.762,7.2307,78
0,9074,8.762,7.1105,89
1,9074,8.762,7.0752,80
2,9074,8.762,7.2383,81
3,9074,8.762,7.2781,76
0,9075,8.762,7.2372,82
1,9075,8.762,7.1574,80
2,9075,8.762,7.223,79
3,9075,8.762,7.2027,80
0,9076,8.762,7.3583,82
1,9076,8.762,7.2693,70
2,9076,8.762,7.2656,76
3,9076,8.762,7.301,81
0,9077,8.762,7.35,77
1,9077,8.762,7.2141,82
2,9077,8.762,7.1724,80
3,9077,8.762,7.2262,82
0,9078,8.762,7.3121,77
1,9078,8.762,7.1326,69
2,9078,8.762,7.5732,69
3,9078,8.762,7.1801,83
0,9079,8.762,7.1054,84
1,9079,8.762,7.3225,71
2,9079,8.762,7.2031,88
3,9079,8.762,7.3684,81
0,9080,8.762,7.2392,73
1,9080,8.762,7.291,83
2,9080,8.762,7.2511,80
3,9080,8.762,7.3498,81
0,9081,8.762,7.3474,82
1,9081,8.762,7.3805,84
2,9081,8.762,7.3253,82
3,9081,8.762,7.1956,65
0,9082,8.762,7.3823,85
1,9082,8.762,7.2176,68
2,9082,8.762,7.3469,81
3,9082,8.762,7.3579,79
0,9083,8.762,7.2127,81
1,9083,8.762,7.3745,80
2,9083,8.762,7.3634,73
3,9083,8.762,7.2992,84
0,9084,8.762,7.1914,78
1,9084,8.762,7.355,85
2,9084,8.762,7.2064,71
3,9084,8.762,7.295,79
0,9085,8.762,7.1384,88
1,9085,8.762,7.1762,76
2,9085,8.762,7.2029,87
3,9085,8.762,7.1832,87
0,9086,8.762,7.1806,90
1,9086,8.762,7.2516,83
2,9086,8.762,7.252,72
3,9086,8.762,7.2682,84
0,9087,8.762,7.2853,83
1,9087,8.762,7.2804,80
2,9087,8.762,7.2561,81
3,9087,8.762,7.2453,88
0,9088,8.762,7.2095,82
1,9088,8.762,7.0652,83
2,9088,8.762,7.2655,74
3,9088,8.762,7.3587,70
0,9089,8.762,7.1759,79
1,9089,8.762,7.0819,86
2,9089,8.762,7.2581,81
3,9089,8.762,7.3117,76
0,9090,8.762,7.2779,86
1,9090,8.762,7.0864,86
2,9090,8.762,7.2522,80
3,9090,8.762,7.0821,83
0,9091,8.762,7.1249,79
1,9091,8.762,7.185,79
2,9091,8.762,7.1554,85
3,9091,8.762,7.2115,77
0,9092,8.762,7.2999,81
1,9092,8.762,7.3905,77
2,9092,8.762,7.1894,93
3,9092,8.762,7.1975,78
0,9093,8.762,7.197,84
1,9093,8.762,7.3805,74
2,9093,8.762,7.1058,82
3,9093,8.762,7.3738,88
0,9094,8.762,7.2083,86
1,9094,8.762,7.1941,83
2,9094,8.762,7.3262,77
3,9094,8.762,7.2023,85
0,9095,8.762,7.3345,75
1,9095,8.762,7.3452,79
2,9095,8.762,7.2666,82
3,9095,8.762,7.2948,82
0,9096,8.762,7.2105,85
1,9096,8.762,7.397,75
2,9096,8.762,7.1975,83
3,9096,8.762,7.229,72
0,9097,8.762,7.2898,77
1,9097,8.762,7.1196,82
2,9097,8.762,7.301,74
3,9097,8.762,7.212,76
0,9098,8.762,7.2915,71
1,9098,8.762,7.1549,85
2,9098,8.762,7.1617,85
3,9098,8.762,7.1131,83
0,9099,8.762,7.4296,79
1,9099,8.762,7.2126,77
2,9099,8.762,7.2551,86
3,9099,8.762,7.3009,83
0,9100,8.762,7.1788,83
1,9100,8.762,7.1339,78
2,9100,8.762,7.3178,74
3,9100,8.762,7.3087,82
0,9101,8.762,7.2578,74
1,9101,8.762,7.3269,80
2,9101,8.762,7.2548,75
3,9101,8.762,7.513,71
0,9102,8.762,7.1904,81
1,9102,8.762,7.199,91
2,9102,8.762,7.3779,80
3,9102,8.762,7.2185,83
0,9103,8.762,7.1815,83
1,9103,8.762,7.1277,89
2,9103,8.762,7.2465,81
3,9103,8.762,7.1794,78
0,9104,8.762,7.1721,87
1,9104,8.762,7.3233,85
2,9104,8.762,7.1288,88
3,9104,8.762,7.382,80
0,9105,8.762,7.2478,81
1,9105,8.762,7.3972,84
2,9105,8.762,7.3808,66
3,9105,8.762,7.2309,83
0,9106,8.762,7.3027,78
1,9106,8.762,7.2063,80
2,9106,8.762,7.2715,86
3,9106,8.762,7.3057,77
0,9107,8.762,7.3712,80
1,9107,8.762,7.2068,85
2,9107,8.762,7.1237,87
3,9107,8.762,7.3947,74
0,9108,8.762,7.2771,75
1,9108,8.762,7.188,78
2,9108,8.762,7.135,95
3,9108,8.762,7.3535,73
0,9109,8.762,7.1908,82
1,9109,8.762,7.1816,81
2,9109,8.762,7.2881,79
3,9109,8.762,7.2454,78
0,9110,8.762,7.311,79
1,9110,8.762,7.1418,88
2,9110,8.762,7.1271,91
3,9110,8.762,7.196,85
0,9111,8.762,7.2294,82
1,9111,8.762,7.3786,75
2,9111,8.762,7.251,84
3,9111,8.762,7.1383,87
0,9112,8.762,7.2576,82
1,9112,8.762,7.235,78
2,9112,8.762,7.2104,79
3,9112,8.762,7.2411,89
0,9113,8.762,7.4251,77
1,9113,8.762,7.2281,78
2,9113,8.762,7.2356,83
3,9113,8.762,7.276,76
0,9114,8.762,7.389,77
1,9114,8.762,7.2612,90
2,9114,8.762,7.0442,88
3,9114,8.762,7.2006,76
0,9115,8.762,7.296,82
1,9115,8.762,7.2341,91
2,9115,8.762,7.2797,84
3,9115,8.762,7.2362,80
0,9116,8.762,7.1809,91
1,9116,8.762,7.1579,89
2,9116,8.762,7.1625,79
3,9116,8.762,7.0952,87
0,9117,8.762,7.0734,80
1,9117,8.762,7.3151,77
2,9117,8.762,7.3502,79
3,9117,8.762,7.4401,71
0,9118,8.762,7.4916,69
1,9118,8.762,7.1754,84
2,9118,8.762,7.2105,80
3,9118,8.762,7.2298,86
0,9119,8.762,7.1796,75
1,9119,8.762,7.2748,83
2,9119,8.762,7.2882,86
3,9119,8.762,7.0835,77
0,9120,8.762,7.1307,81
1,9120,8.762,7.3198,80
2,9120,8.762,7.2563,72
3,9120,8.762,7.3043,75
0,9121,8.762,7.3292,78
1,9121,8.762,7.2452,76
2,9121,8.762,7.3332,81
3,9121,8.762,7.1682,88
0,9122,8.762,7.318,81
1,9122,8.762,7.2935,85
2,9122,8.762,7.3208,74
3,9122,8.762,7.3324,74
0,9123,8.762,7.2669,83
1,9123,8.762,7.1034,83
2,9123,8.762,7.1066,86
3,9123,8.762,7.3061,80
0,9124,8.762,7.2244,80
1,9124,8.762,7.2975,78
2,9124,8.762,7.139,82
3,9124,8.762,7.2232,97
0,9125,8.762,7.2879,73
1,9125,8.762,7.2586,78
2,9125,8.762,7.3557,84
3,9125,8.762,7.2588,81
0,9126,8.762,7.2487,75
1,9126,8.762,7.2106,71
2,9126,8.762,7.1268,85
3,9126,8.762,7.1396,80
0,9127,8.762,7.3404,78
1,9127,8.762,7.2775,78
2,9127,8.762,7.3377,72
3,9127,8.762,7.0961,87
0,9128,8.762,7.2816,85
1,9128,8.762,7.2295,77
2,9128,8.762,7.2174,82
3,9128,8.762,7.1682,79
0,9129,8.762,7.0387,95
1,9129,8.762,7.2146,90
2,9129,8.762,7.2324,82
3,9129,8.762,7.3012,81
0,9130,8.762,7.2797,79
1,9130,8.762,7.3311,81
2,9130,8.762,7.1625,80
3,9130,8.762,7.3064,81
0,9131,8.762,7.1248,82
1,9131,8.762,7.1885,79
2,9131,8.762,7.1485,88
3,9131,8.762,7.2416,80
0,9132,8.762,7.3304,82
1,9132,8.762,7.2886,82
2,9132,8.762,7.3326,75
3,9132,8.762,7.3754,79
0,9133,8.762,7.1383,82
1,9133,8.762,7.1942,76
2,9133,8.762,7.2569,79
3,9133,8.762,7.1809,86
0,9134,8.762,7.2765,77
1,9134,8.762,7.2648,80
2,9134,8.762,7.2788,72
3,9134,8.762,7.3249,79
0,9135,8.762,7.2758,74
1,9135,8.762,7.2022,81
2,9135,8.762,7.3169,78
3,9135,8.762,7.2141,89
0,9136,8.762,7.2335,84
1,9136,8.762,7.3632,75
2,9136,8.762,7.1873,80
3,9136,8.762,7.1725,89
0,9137,8.762,7.4135,79
1,9137,8.762,7.2913,74
2,9137,8.762,7.1839,78
3,9137,8.762,7.2466,79
0,9138,8.762,7.1893,70
1,9138,8.762,7.1014,85
2,9138,8.762,7.0332,84
3,9138,8.762,7.0447,82
0,9139,8.762,7.3303,87
1,9139,8.762,7.1236,89
2,9139,8.762,7.265,86
3,9139,8.762,7.3969,77
0,9140,8.762,7.284,83
1,9140,8.762,7.2786,79
2,9140,8.762,7.2945,79
3,9140,8.762,7.0699,77
0,9141,8.762,7.2284,80
1,9141,8.762,7.2599,87
2,9141,8.762,7.2966,91
3,9141,8.762,7.3158,75
0,9142,8.762,7.273,82
1,9142,8.762,7.2015,76
2,9142,8.762,7.2948,86
3,9142,8.762,7.2817,74
0,9143,8.762,7.2745,78
1,9143,8.762,7.2053,83
2,9143,8.762,7.2185,78
3,9143,8.762,7.1818,87
0,9144,8.762,7.275,88
1,9144,8.762,7.2042,66
2,9144,8.762,7.4529,78
3,9144,8.762,7.3343,76
0,9145,8.762,7.2472,87
1,9145,8.762,7.203,82
2,9145,8.762,7.2314,83
3,9145,8.762,7.3256,70
0,9146,8.762,7.204,83
1,9146,8.762,7.1392,84
2,9146,8.762,7.3889,73
3,9146,8.762,7.0872,88
0,9147,8.762,7.1753,88
1,9147,8.762,7.174,91
2,9147,8.762,7.31,78
3,9147,8.762,7.1691,82
0,9148,8.762,7.2664,73
1,9148,8.762,7.1441,87
2,9148,8.762,7.2383,86
3,9148,8.762,7.0352,90
0,9149,8.762,7.1959,78
1,9149,8.762,7.1878,90
2,9149,8.762,7.3997,81
3,9149,8.762,7.3192,83
0,9150,8.762,7.3099,78
1,9150,8.762,7.2285,84
2,9150,8.762,7.3325,79
3,9150,8.762,7.2103,72
0,9151,8.762,7.2109,80
1,9151,8.762,7.1906,78
2,9151,8.762,7.2482,74
3,9151,8.762,7.3122,84
0,9152,8.762,7.1985,80
1,9152,8.762,7.2753,71
2,9152,8.762,7.0348,89
3,9152,8.762,7.2126,86
0,9153,8.762,7.2597,83
1,9153,8.762,7.2389,68
2,9153,8.762,7.213,80
3,9153,8.762,7.2147,92
0,9154,8.762,7.0957,84
1,9154,8.762,7.3548,76
2,9154,8.762,7.311,75
3,9154,8.762,7.283,77
0,9155,8.762,7.3183,82
1,9155,8.762,7.3482,75
2,9155,8.762,7.1346,78
3,9155,8.762,7.2003,84
0,9156,8.762,7.302,78
1,9156,8.762,7.2002,78
2,9156,8.762,7.2576,72
3,9156,8.762,7.3996,72
0,9157,8.762,7.0895,76
1,9157,8.762,7.2153,81
2,9157,8.762,6.9913,82
3,9157,8.762,7.2791,85
0,9158,8.762,7.2252,80
1,9158,8.762,7.1265,82
2,9158,8.762,7.168,85
3,9158,8.762,7.3362,78
0,9159,8.762,7.1919,79
1,9159,8.762,7.3388,91
2,9159,8.762,7.3019,78
3,9159,8.762,7.3932,74
0,9160,8.762,7.1407,76
1,9160,8.762,7.2831,80
2,9160,8.762,7.2441,87
3,9160,8.762,7.1859,85
0,9161,8.762,7.2865,76
1,9161,8.762,7.2391,76
2,9161,8.762,7.0884,92
3,9161,8.762,7.168,88
0,9162,8.762,7.0769,80
1,9162,8.762,7.2993,82
2,9162,8.762,7.3882,71
3,9162,8.762,7.3587,80
0,9163,8.762,7.0954,76
1,9163,8.762,7.3168,82
2,9163,8.762,7.3414,70
3,9163,8.762,7.2967,74
0,9164,8.762,7.1494,85
1,9164,8.762,7.2342,85
2,9164,8.762,7.26,78
3,9164,8.762,7.3353,79
0,9165,8.762,7.271,74
1,9165,8.762,7.3009,82
2,9165,8.762,7.1744,81
3,9165,8.762,7.0788,91
0,9166,8.762,7.1328,74
1,9166,8.762,7.1749,96
2,9166,8.762,7.0986,85
3,9166,8.762,7.2523,80
0,9167,8.762,7.2568,78
1,9167,8.762,7.2329,82
2,9167,8.762,7.13,81
3,9167,8.762,7.1934,87
0,9168,8.762,7.3638,76
1,9168,8.762,7.2804,82
2,9168,8.762,7.2218,85
3,9168,8.762,7.2142,83
0,9169,8.762,7.2052,82
1,9169,8.762,7.1908,82
2,9169,8.762,7.3841,76
3,9169,8.762,7.3754,75
0,9170,8.762,7.1702,85
1,9170,8.762,7.0172,81
2,9170,8.762,7.2852,82
3,9170,8.762,7.3799,81
0,9171,8.762,7.0991,91
1,9171,8.762,7.2926,74
2,9171,8.762,7.2247,78
3,9171,8.762,7.2933,82
0,9172,8.762,7.1284,88
1,9172,8.762,7.1509,78
2,9172,8.762,7.1783,82
3,9172,8.762,7.302,74
0,9173,8.762,7.1414,81
1,9173,8.762,7.1815,92
2,9173,8.762,7.3348,75
3,9173,8.762,7.2199,82
0,9174,8.762,7.2276,82
1,9174,8.762,7.1405,78
2,9174,8.762,7.3057,78
3,9174,8.762,7.1184,85
0,9175,8.762,7.2599,77
1,9175,8.762,7.2849,82
2,9175,8.762,7.1486,89
3,9175,8.762,7.077,87
0,9176,8.762,7.4866,77
1,9176,8.762,7.2243,74
2,9176,8.762,7.3244,77
3,9176,8.762,7.3512,72
0,9177,8.762,7.1952,84
1,9177,8.762,7.1596,79
2,9177,8.762,7.2373,85
3,9177,8.762,7.4771,74
0,9178,8.762,7.2833,71
1,9178,8.762,7.1901,85
2,9178,8.762,7.0917,91
3,9178,8.762,7.3949,82
0,9179,8.762,7.1001,83
1,9179,8.762,7.2829,80
2,9179,8.762,7.3377,79
3,9179,8.762,7.2857,85
0,9180,8.762,7.1345,92
1,9180,8.762,7.3569,72
2,9180,8.762,7.0954,95
3,9180,8.762,7.1067,77
0,9181,8.762,7.3598,86
1,9181,8.762,7.1797,84
2,9181,8.762,7.3429,67
3,9181,8.762,7.3518,78
0,9182,8.762,7.4074,69
1,9182,8.762,7.2343,81
2,9182,8.762,7.166,83
3,9182,8.762,7.2013,79
0,9183,8.762,7.3065,83
1,9183,8.762,7.2151,79
2,9183,8.762,7.3256,73
3,9183,8.762,7.2347,75
0,9184,8.762,7.3459,78
1,9184,8.762,7.2247,91
2,9184,8.762,7.2871,84
3,9184,8.762,7.2792,70
0,9185,8.762,7.0998,94
1,9185,8.762,7.1636,86
2,9185,8.762,7.2494,79
3,9185,8.762,7.2678,79
0,9186,8.762,7.2811,88
1,9186,8.762,7.2344,79
2,9186,8.762,7.3897,73
3,9186,8.762,7.1898,84
0,9187,8.762,7.2948,76
1,9187,8.762,7.1924,87
2,9187,8.762,7.3679,83
3,9187,8.762,7.3693,73
0,9188,8.762,7.1709,79
1,9188,8.762,7.1481,81
2,9188,8.762,7.177,86
3,9188,8.762,7.2081,83
0,9189,8.762,7.2231,84
1,9189,8.762,7.1582,85
2,9189,8.762,7.2106,81
3,9189,8.762,7.1713,86
0,9190,8.762,7.2552,79
1,9190,8.762,7.1723,89
2,9190,8.762,7.1645,81
3,9190,8.762,7.2818,84
0,9191,8.762,7.1995,72
1,9191,8.762,7.2166,78
2,9191,8.762,7.2561,87
3,9191,8.762,7.1823,83
0,9192,8.762,7.2569,72
1,9192,8.762,7.2171,76
2,9192,8.762,7.3383,86
3,9192,8.762,7.2964,82
0,9193,8.762,7.2066,81
1,9193,8.762,7.356,87
2,9193,8.762,7.4313,76
3,9193,8.762,7.0527,88
0,9194,8.762,7.4102,74
1,9194,8.762,7.3734,75
2,9194,8.762,7.137,87
3,9194,8.762,7.334,89
0,9195,8.762,7.3295,81
1,9195,8.762,7.2054,82
2,9195,8.762,7.2232,78
3,9195,8.762,7.3436,84
0,9196,8.762,7.21,81
1,9196,8.762,7.2168,89
2,9196,8.762,7.2754,79
3,9196,8.762,7.3417,81
0,9197,8.762,7.2391,85
1,9197,8.762,7.1894,81
2,9197,8.762,7.1948,81
3,9197,8.762,7.1344,83
0,9198,8.762,7.4078,70
1,9198,8.762,7.2719,79
2,9198,8.762,7.2592,79
3,9198,8.762,7.437,72
0,9199,8.762,7.2287,79
1,9199,8.762,7.2676,74
2,9199,8.762,7.006,97
3,9199,8.762,7.3624,71
0,9200,8.762,7.277,90
1,9200,8.762,7.2409,80
2,9200,8.762,7.2068,87
3,9200,8.762,7.2078,89
0,9201,8.762,7.2871,81
1,9201,8.762,7.3149,82
2,9201,8.762,7.2775,80
3,9201,8.762,7.1655,89
0,9202,8.762,7.1143,81
1,9202,8.762,7.2205,84
2,9202,8.762,7.3109,81
3,9202,8.762,7.3116,80
0,9203,8.762,7.2064,92
1,9203,8.762,7.2638,85
2,9203,8.762,7.1986,83
3,9203,8.762,7.2862,87
0,9204,8.762,7.1829,86
1,9204,8.762,7.0882,82
2,9204,8.762,7.2132,88
3,9204,8.762,7.2793,79
0,9205,8.762,7.1725,82
1,9205,8.762,7.162,80
2,9205,8.762,7.2772,72
3,9205,8.762,7.4637,79
0,9206,8.762,7.2169,84
1,9206,8.762,7.153,89
2,9206,8.762,7.2598,76
3,9206,8.762,7.3483,77
0,9207,8.762,7.1981,83
1,9207,8.762,7.2569,80
2,9207,8.762,7.2812,74
3,9207,8.762,7.2876,73
0,9208,8.762,7.3529,76
1,9208,8.762,7.0662,83
2,9208,8.762,7.1498,90
3,9208,8.762,7.3677,80
0,9209,8.762,7.2711,76
1,9209,8.762,7.1623,89
2,9209,8.762,7.3697,78
3,9209,8.762,7.3924,71
0,9210,8.762,7.2666,74
1,9210,8.762,7.3215,82
2,9210,8.762,7.2303,84
3,9210,8.762,7.1659,78
0,9211,8.762,7.2991,82
1,9211,8.762,7.3106,76
2,9211,8.762,7.3072,79
3,9211,8.762,7.4049,78
0,9212,8.762,7.2678,82
1,9212,8.762,7.1982,92
2,9212,8.762,7.3555,76
3,9212,8.762,7.3692,82
