strategy,seed,budget_target,budget_used,best_found,pred_top16,spearman_5k,violations,wall_s,history
v1,88,384,30,4.0192,1.8006,0.2443,0,179.9,"[{""round"": 0, ""budget"": 1, ""best_label"": 2.1638268982900004}, {""round"": 1, ""budget"": 2, ""best_label"": 3.49218309006}, {""round"": 2, ""budget"": 3, ""best_label"": 3.87308538615}, {""round"": 3, ""budget"": 4, ""best_label"": 3.95462864826}, {""round"": 4, ""budget"": 5, ""best_label"": 3.7487968834300007}, {""round"": 5, ""budget"": 6, ""best_label"": 3.69418676746}, {""round"": 6, ""budget"": 7, ""best_label"": 3.54112870241}, {""round"": 7, ""budget"": 8, ""best_label"": 3.6341516808}, {""round"": 8, ""budget"": 9, ""best_label"": 3.72536944655}, {""round"": 9, ""budget"": 10, ""best_label"": 3.5320684740099995}, {""round"": 10, ""budget"": 11, ""best_label"": 3.85358391604}, {""round"": 11, ""budget"": 12, ""best_label"": 3.63762290154}, {""round"": 12, ""budget"": 13, ""best_label"": 3.42437310143}, {""round"": 13, ""budget"": 14, ""best_label"": 3.64218740652}, {""round"": 14, ""budget"": 15, ""best_label"": 3.73135734639}, {""round"": 15, ""budget"": 16, ""best_label"": 3.4990486760300006}, {""round"": 16, ""budget"": 17, ""best_label"": 3.70183740323}, {""round"": 17, ""budget"": 18, ""best_label"": 3.53908519797}, {""round"": 18, ""budget"": 19, ""best_label"": 1.40879223401}, {""round"": 19, ""budget"": 20, ""best_label"": 3.77088099505}, {""round"": 20, ""budget"": 21, ""best_label"": 3.58638604133}, {""round"": 21, ""budget"": 22, ""best_label"": 4.01921979179}, {""round"": 22, ""budget"": 23, ""best_label"": 3.77577975757}, {""round"": 23, ""budget"": 24, ""best_label"": 3.83426512387}, {""round"": 24, ""budget"": 25, ""best_label"": 1.3020584742}, {""round"": 25, ""budget"": 26, ""best_label"": 3.62485171381}, {""round"": 26, ""budget"": 27, ""best_label"": 1.5122822007}, {""round"": 27, ""budget"": 28, ""best_label"": 3.69368827921}, {""round"": 28, ""budget"": 29, ""best_label"": 3.58262161652}, {""round"": 29, ""budget"": 30, ""best_label"": 1.30102997143}]"
random,11,96,96,3.7931,2.6872,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.67628946805}, {""round"": 1, ""budget"": 48, ""best_label"": 3.716512694680002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.67228222699}, {""round"": 3, ""budget"": 96, ""best_label"": 3.79314587049}]"
random,22,96,96,4.0139,2.5787,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78233167913}, {""round"": 1, ""budget"": 48, ""best_label"": 4.013864698419998}, {""round"": 2, ""budget"": 72, ""best_label"": 3.91218570489}, {""round"": 3, ""budget"": 96, ""best_label"": 3.85251781873}]"
random,33,96,96,3.8082,2.4201,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78685404806}, {""round"": 1, ""budget"": 48, ""best_label"": 3.787969844030002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.80815456747}, {""round"": 3, ""budget"": 96, ""best_label"": 3.70947279816}]"
random,44,96,96,3.8496,2.3967,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.71926907017}, {""round"": 1, ""budget"": 48, ""best_label"": 3.70932586506667}, {""round"": 2, ""budget"": 72, ""best_label"": 3.84957986757}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75896595024}]"
random,55,96,96,3.8601,3.0027,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.72533450719}, {""round"": 1, ""budget"": 48, ""best_label"": 3.81970711477}, {""round"": 2, ""budget"": 72, ""best_label"": 3.86011149749}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75588120116}]"
random,66,96,96,3.8763,3.0465,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.75983880995}, {""round"": 1, ""budget"": 48, ""best_label"": 3.87634027049}, {""round"": 2, ""budget"": 72, ""best_label"": 3.81197040681}, {""round"": 3, ""budget"": 96, ""best_label"": 3.78029799109}]"
random,77,96,96,3.8581,2.6046,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.7378860328900014}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8425349291300006}, {""round"": 2, ""budget"": 72, ""best_label"": 3.781251268879}, {""round"": 3, ""budget"": 96, ""best_label"": 3.85805760359}]"
random,88,96,96,3.8939,3.0055,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.72143940023}, {""round"": 1, ""budget"": 48, ""best_label"": 3.73218881905}, {""round"": 2, ""budget"": 72, ""best_label"": 3.7912422047400014}, {""round"": 3, ""budget"": 96, ""best_label"": 3.893948897869999}]"
random,11,192,192,3.9191,2.7828,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.67628946805}, {""round"": 1, ""budget"": 48, ""best_label"": 3.716512694680002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.67228222699}, {""round"": 3, ""budget"": 96, ""best_label"": 3.79314587049}, {""round"": 4, ""budget"": 120, ""best_label"": 3.82757335017}, {""round"": 5, ""budget"": 144, ""best_label"": 3.75338387167}, {""round"": 6, ""budget"": 168, ""best_label"": 3.77251984464}, {""round"": 7, ""budget"": 192, ""best_label"": 3.91908327688}]"
random,22,192,192,4.0268,2.6408,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78233167913}, {""round"": 1, ""budget"": 48, ""best_label"": 4.013864698419998}, {""round"": 2, ""budget"": 72, ""best_label"": 3.91218570489}, {""round"": 3, ""budget"": 96, ""best_label"": 3.85251781873}, {""round"": 4, ""budget"": 120, ""best_label"": 3.74273916464}, {""round"": 5, ""budget"": 144, ""best_label"": 4.02678534403}, {""round"": 6, ""budget"": 168, ""best_label"": 3.87752330556}, {""round"": 7, ""budget"": 192, ""best_label"": 3.75580911102}]"
random,33,192,192,3.8311,2.6564,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78685404806}, {""round"": 1, ""budget"": 48, ""best_label"": 3.787969844030002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.80815456747}, {""round"": 3, ""budget"": 96, ""best_label"": 3.70947279816}, {""round"": 4, ""budget"": 120, ""best_label"": 3.65212809833}, {""round"": 5, ""budget"": 144, ""best_label"": 3.83105581227}, {""round"": 6, ""budget"": 168, ""best_label"": 3.8105863929}, {""round"": 7, ""budget"": 192, ""best_label"": 3.77046081955}]"
random,44,192,192,3.8496,2.6231,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.71926907017}, {""round"": 1, ""budget"": 48, ""best_label"": 3.70932586506667}, {""round"": 2, ""budget"": 72, ""best_label"": 3.84957986757}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75896595024}, {""round"": 4, ""budget"": 120, ""best_label"": 3.7641315453199993}, {""round"": 5, ""budget"": 144, ""best_label"": 3.7997754490300006}, {""round"": 6, ""budget"": 168, ""best_label"": 3.82757335017}, {""round"": 7, ""budget"": 192, ""best_label"": 3.7350767384900014}]"
random,55,192,192,3.8688,2.4751,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.72533450719}, {""round"": 1, ""budget"": 48, ""best_label"": 3.81970711477}, {""round"": 2, ""budget"": 72, ""best_label"": 3.86011149749}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75588120116}, {""round"": 4, ""budget"": 120, ""best_label"": 3.73988924891}, {""round"": 5, ""budget"": 144, ""best_label"": 3.86876186265}, {""round"": 6, ""budget"": 168, ""best_label"": 3.75801739335}, {""round"": 7, ""budget"": 192, ""best_label"": 3.8363316404}]"
random,66,192,192,3.8763,2.4692,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.75983880995}, {""round"": 1, ""budget"": 48, ""best_label"": 3.87634027049}, {""round"": 2, ""budget"": 72, ""best_label"": 3.81197040681}, {""round"": 3, ""budget"": 96, ""best_label"": 3.78029799109}, {""round"": 4, ""budget"": 120, ""best_label"": 3.7382290922400014}, {""round"": 5, ""budget"": 144, ""best_label"": 3.8024267471800006}, {""round"": 6, ""budget"": 168, ""best_label"": 3.76495602132}, {""round"": 7, ""budget"": 192, ""best_label"": 3.76581310061}]"
random,77,192,192,3.8581,2.9279,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.7378860328900014}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8425349291300006}, {""round"": 2, ""budget"": 72, ""best_label"": 3.781251268879}, {""round"": 3, ""budget"": 96, ""best_label"": 3.85805760359}, {""round"": 4, ""budget"": 120, ""best_label"": 3.72505190977}, {""round"": 5, ""budget"": 144, ""best_label"": 3.78777279634}, {""round"": 6, ""budget"": 168, ""best_label"": 3.76447009302}, {""round"": 7, ""budget"": 192, ""best_label"": 3.72330442023}]"
random,88,192,192,3.9755,2.8032,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.72143940023}, {""round"": 1, ""budget"": 48, ""best_label"": 3.73218881905}, {""round"": 2, ""budget"": 72, ""best_label"": 3.7912422047400014}, {""round"": 3, ""budget"": 96, ""best_label"": 3.893948897869999}, {""round"": 4, ""budget"": 120, ""best_label"": 3.81135846948}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9755409443}, {""round"": 6, ""budget"": 168, ""best_label"": 3.63401367453}, {""round"": 7, ""budget"": 192, ""best_label"": 3.88443774884}]"
random,11,384,384,3.927,1.955,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.67628946805}, {""round"": 1, ""budget"": 48, ""best_label"": 3.716512694680002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.67228222699}, {""round"": 3, ""budget"": 96, ""best_label"": 3.79314587049}, {""round"": 4, ""budget"": 120, ""best_label"": 3.82757335017}, {""round"": 5, ""budget"": 144, ""best_label"": 3.75338387167}, {""round"": 6, ""budget"": 168, ""best_label"": 3.77251984464}, {""round"": 7, ""budget"": 192, ""best_label"": 3.91908327688}, {""round"": 8, ""budget"": 216, ""best_label"": 3.73473925465}, {""round"": 9, ""budget"": 240, ""best_label"": 3.71248820447}, {""round"": 10, ""budget"": 264, ""best_label"": 3.75732089506}, {""round"": 11, ""budget"": 288, ""best_label"": 3.911256855965}, {""round"": 12, ""budget"": 312, ""best_label"": 3.74820126255}, {""round"": 13, ""budget"": 336, ""best_label"": 3.92696065083}, {""round"": 14, ""budget"": 360, ""best_label"": 3.80500105479}, {""round"": 15, ""budget"": 384, ""best_label"": 3.76142704641}]"
random,22,384,384,4.0268,2.2119,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78233167913}, {""round"": 1, ""budget"": 48, ""best_label"": 4.013864698419998}, {""round"": 2, ""budget"": 72, ""best_label"": 3.91218570489}, {""round"": 3, ""budget"": 96, ""best_label"": 3.85251781873}, {""round"": 4, ""budget"": 120, ""best_label"": 3.74273916464}, {""round"": 5, ""budget"": 144, ""best_label"": 4.02678534403}, {""round"": 6, ""budget"": 168, ""best_label"": 3.87752330556}, {""round"": 7, ""budget"": 192, ""best_label"": 3.75580911102}, {""round"": 8, ""budget"": 216, ""best_label"": 3.68017670545}, {""round"": 9, ""budget"": 240, ""best_label"": 3.66324761447}, {""round"": 10, ""budget"": 264, ""best_label"": 3.857330835630001}, {""round"": 11, ""budget"": 288, ""best_label"": 3.81412260502}, {""round"": 12, ""budget"": 312, ""best_label"": 3.79456151883}, {""round"": 13, ""budget"": 336, ""best_label"": 3.77778835707}, {""round"": 14, ""budget"": 360, ""best_label"": 3.68350861992}, {""round"": 15, ""budget"": 384, ""best_label"": 3.84298958161}]"
random,33,384,384,3.8838,3.1037,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78685404806}, {""round"": 1, ""budget"": 48, ""best_label"": 3.787969844030002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.80815456747}, {""round"": 3, ""budget"": 96, ""best_label"": 3.70947279816}, {""round"": 4, ""budget"": 120, ""best_label"": 3.65212809833}, {""round"": 5, ""budget"": 144, ""best_label"": 3.83105581227}, {""round"": 6, ""budget"": 168, ""best_label"": 3.8105863929}, {""round"": 7, ""budget"": 192, ""best_label"": 3.77046081955}, {""round"": 8, ""budget"": 216, ""best_label"": 3.79726321519}, {""round"": 9, ""budget"": 240, ""best_label"": 3.77597388736}, {""round"": 10, ""budget"": 264, ""best_label"": 3.88378812607}, {""round"": 11, ""budget"": 288, ""best_label"": 3.7540769493}, {""round"": 12, ""budget"": 312, ""best_label"": 3.8182206826}, {""round"": 13, ""budget"": 336, ""best_label"": 3.79107222206}, {""round"": 14, ""budget"": 360, ""best_label"": 3.77597434502}, {""round"": 15, ""budget"": 384, ""best_label"": 3.8420717683800008}]"
random,44,384,384,4.1231,2.4198,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.71926907017}, {""round"": 1, ""budget"": 48, ""best_label"": 3.70932586506667}, {""round"": 2, ""budget"": 72, ""best_label"": 3.84957986757}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75896595024}, {""round"": 4, ""budget"": 120, ""best_label"": 3.7641315453199993}, {""round"": 5, ""budget"": 144, ""best_label"": 3.7997754490300006}, {""round"": 6, ""budget"": 168, ""best_label"": 3.82757335017}, {""round"": 7, ""budget"": 192, ""best_label"": 3.7350767384900014}, {""round"": 8, ""budget"": 216, ""best_label"": 3.71466300189}, {""round"": 9, ""budget"": 240, ""best_label"": 4.12310906338}, {""round"": 10, ""budget"": 264, ""best_label"": 3.758831765225}, {""round"": 11, ""budget"": 288, ""best_label"": 3.82689906554}, {""round"": 12, ""budget"": 312, ""best_label"": 3.87186570787}, {""round"": 13, ""budget"": 336, ""best_label"": 3.75462700228}, {""round"": 14, ""budget"": 360, ""best_label"": 3.7381543283800007}, {""round"": 15, ""budget"": 384, ""best_label"": 3.83644186505}]"
random,55,384,384,3.9298,2.831,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.72533450719}, {""round"": 1, ""budget"": 48, ""best_label"": 3.81970711477}, {""round"": 2, ""budget"": 72, ""best_label"": 3.86011149749}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75588120116}, {""round"": 4, ""budget"": 120, ""best_label"": 3.73988924891}, {""round"": 5, ""budget"": 144, ""best_label"": 3.86876186265}, {""round"": 6, ""budget"": 168, ""best_label"": 3.75801739335}, {""round"": 7, ""budget"": 192, ""best_label"": 3.8363316404}, {""round"": 8, ""budget"": 216, ""best_label"": 3.74654316669}, {""round"": 9, ""budget"": 240, ""best_label"": 3.79740829371}, {""round"": 10, ""budget"": 264, ""best_label"": 3.792771406630002}, {""round"": 11, ""budget"": 288, ""best_label"": 3.8467486153400015}, {""round"": 12, ""budget"": 312, ""best_label"": 3.90389095979}, {""round"": 13, ""budget"": 336, ""best_label"": 3.76107069124}, {""round"": 14, ""budget"": 360, ""best_label"": 3.853267411080002}, {""round"": 15, ""budget"": 384, ""best_label"": 3.9297767208800014}]"
random,66,384,384,3.8763,2.6629,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.75983880995}, {""round"": 1, ""budget"": 48, ""best_label"": 3.87634027049}, {""round"": 2, ""budget"": 72, ""best_label"": 3.81197040681}, {""round"": 3, ""budget"": 96, ""best_label"": 3.78029799109}, {""round"": 4, ""budget"": 120, ""best_label"": 3.7382290922400014}, {""round"": 5, ""budget"": 144, ""best_label"": 3.8024267471800006}, {""round"": 6, ""budget"": 168, ""best_label"": 3.76495602132}, {""round"": 7, ""budget"": 192, ""best_label"": 3.76581310061}, {""round"": 8, ""budget"": 216, ""best_label"": 3.81096417971}, {""round"": 9, ""budget"": 240, ""best_label"": 3.69739291472}, {""round"": 10, ""budget"": 264, ""best_label"": 3.80641710227}, {""round"": 11, ""budget"": 288, ""best_label"": 3.74302127624}, {""round"": 12, ""budget"": 312, ""best_label"": 3.84374539121}, {""round"": 13, ""budget"": 336, ""best_label"": 3.874866509630001}, {""round"": 14, ""budget"": 360, ""best_label"": 3.80080608128}, {""round"": 15, ""budget"": 384, ""best_label"": 3.774418186865}]"
random,77,384,384,3.8817,2.7872,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.7378860328900014}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8425349291300006}, {""round"": 2, ""budget"": 72, ""best_label"": 3.781251268879}, {""round"": 3, ""budget"": 96, ""best_label"": 3.85805760359}, {""round"": 4, ""budget"": 120, ""best_label"": 3.72505190977}, {""round"": 5, ""budget"": 144, ""best_label"": 3.78777279634}, {""round"": 6, ""budget"": 168, ""best_label"": 3.76447009302}, {""round"": 7, ""budget"": 192, ""best_label"": 3.72330442023}, {""round"": 8, ""budget"": 216, ""best_label"": 3.862432867375}, {""round"": 9, ""budget"": 240, ""best_label"": 3.79471033133}, {""round"": 10, ""budget"": 264, ""best_label"": 3.79538913632}, {""round"": 11, ""budget"": 288, ""best_label"": 3.74211818427}, {""round"": 12, ""budget"": 312, ""best_label"": 3.77015362216}, {""round"": 13, ""budget"": 336, ""best_label"": 3.87127290838}, {""round"": 14, ""budget"": 360, ""best_label"": 3.88165204632}, {""round"": 15, ""budget"": 384, ""best_label"": 3.7872300293}]"
random,88,384,384,3.9755,2.5668,,0,0.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.72143940023}, {""round"": 1, ""budget"": 48, ""best_label"": 3.73218881905}, {""round"": 2, ""budget"": 72, ""best_label"": 3.7912422047400014}, {""round"": 3, ""budget"": 96, ""best_label"": 3.893948897869999}, {""round"": 4, ""budget"": 120, ""best_label"": 3.81135846948}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9755409443}, {""round"": 6, ""budget"": 168, ""best_label"": 3.63401367453}, {""round"": 7, ""budget"": 192, ""best_label"": 3.88443774884}, {""round"": 8, ""budget"": 216, ""best_label"": 3.83142109672}, {""round"": 9, ""budget"": 240, ""best_label"": 3.78987906099}, {""round"": 10, ""budget"": 264, ""best_label"": 3.7215695208800006}, {""round"": 11, ""budget"": 288, ""best_label"": 3.79002316523}, {""round"": 12, ""budget"": 312, ""best_label"": 3.77597430847}, {""round"": 13, ""budget"": 336, ""best_label"": 3.82876468265}, {""round"": 14, ""budget"": 360, ""best_label"": 3.77597448813}, {""round"": 15, ""budget"": 384, ""best_label"": 3.76263005562}]"
random-prior,11,96,96,3.7973,2.6872,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78401025256}, {""round"": 1, ""budget"": 48, ""best_label"": 3.76962261142}, {""round"": 2, ""budget"": 72, ""best_label"": 3.79726321519}, {""round"": 3, ""budget"": 96, ""best_label"": 3.793548817130002}]"
random-prior,22,96,96,3.8501,2.5787,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78404769899}, {""round"": 1, ""budget"": 48, ""best_label"": 3.85008641169}, {""round"": 2, ""budget"": 72, ""best_label"": 3.8115665115383295}, {""round"": 3, ""budget"": 96, ""best_label"": 3.82337579652}]"
random-prior,33,96,96,3.8899,2.4201,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.88860160002}, {""round"": 1, ""budget"": 48, ""best_label"": 3.88990290766}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82321886712}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75955935845}]"
random-prior,44,96,96,3.8117,2.3967,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.81167189936}, {""round"": 1, ""budget"": 48, ""best_label"": 3.776162609972}, {""round"": 2, ""budget"": 72, ""best_label"": 3.75837718083}, {""round"": 3, ""budget"": 96, ""best_label"": 3.76581310061}]"
random-prior,55,96,96,3.8975,3.0027,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.8974692349}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8095446764}, {""round"": 2, ""budget"": 72, ""best_label"": 3.83430419605}, {""round"": 3, ""budget"": 96, ""best_label"": 3.83430419605}]"
random-prior,66,96,96,3.9122,3.0465,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.88860160002}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8231935446900014}, {""round"": 2, ""budget"": 72, ""best_label"": 3.91218570489}, {""round"": 3, ""budget"": 96, ""best_label"": 3.803737540765}]"
random-prior,77,96,96,3.9105,2.6046,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.8109936534800006}, {""round"": 1, ""budget"": 48, ""best_label"": 3.910500967830002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.8367989063514303}, {""round"": 3, ""budget"": 96, ""best_label"": 3.79312030725}]"
random-prior,88,96,96,3.8269,3.0055,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.80040312923}, {""round"": 1, ""budget"": 48, ""best_label"": 3.772891574780002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82689906554}, {""round"": 3, ""budget"": 96, ""best_label"": 3.803737540765}]"
random-prior,11,192,192,3.9923,2.7828,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78401025256}, {""round"": 1, ""budget"": 48, ""best_label"": 3.76962261142}, {""round"": 2, ""budget"": 72, ""best_label"": 3.79726321519}, {""round"": 3, ""budget"": 96, ""best_label"": 3.793548817130002}, {""round"": 4, ""budget"": 120, ""best_label"": 3.81163900632}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9923212258}, {""round"": 6, ""budget"": 168, ""best_label"": 3.82663130139}, {""round"": 7, ""budget"": 192, ""best_label"": 3.86861083016}]"
random-prior,22,192,192,3.9462,2.6408,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78404769899}, {""round"": 1, ""budget"": 48, ""best_label"": 3.85008641169}, {""round"": 2, ""budget"": 72, ""best_label"": 3.8115665115383295}, {""round"": 3, ""budget"": 96, ""best_label"": 3.82337579652}, {""round"": 4, ""budget"": 120, ""best_label"": 3.788957254512}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9462448390699993}, {""round"": 6, ""budget"": 168, ""best_label"": 3.9074431998}, {""round"": 7, ""budget"": 192, ""best_label"": 3.7654405957254498}]"
random-prior,33,192,192,3.9288,2.6564,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.88860160002}, {""round"": 1, ""budget"": 48, ""best_label"": 3.88990290766}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82321886712}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75955935845}, {""round"": 4, ""budget"": 120, ""best_label"": 3.83733679738}, {""round"": 5, ""budget"": 144, ""best_label"": 3.92875026083}, {""round"": 6, ""budget"": 168, ""best_label"": 3.70308803086}, {""round"": 7, ""budget"": 192, ""best_label"": 3.83657727083}]"
random-prior,44,192,192,3.9226,2.6231,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.81167189936}, {""round"": 1, ""budget"": 48, ""best_label"": 3.776162609972}, {""round"": 2, ""budget"": 72, ""best_label"": 3.75837718083}, {""round"": 3, ""budget"": 96, ""best_label"": 3.76581310061}, {""round"": 4, ""budget"": 120, ""best_label"": 3.777502142130001}, {""round"": 5, ""budget"": 144, ""best_label"": 3.81283242906}, {""round"": 6, ""budget"": 168, ""best_label"": 3.89725211269}, {""round"": 7, ""budget"": 192, ""best_label"": 3.92264093089}]"
random-prior,55,192,192,3.8975,2.4751,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.8974692349}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8095446764}, {""round"": 2, ""budget"": 72, ""best_label"": 3.83430419605}, {""round"": 3, ""budget"": 96, ""best_label"": 3.83430419605}, {""round"": 4, ""budget"": 120, ""best_label"": 3.85554797578}, {""round"": 5, ""budget"": 144, ""best_label"": 3.88965191239}, {""round"": 6, ""budget"": 168, ""best_label"": 3.78842978365}, {""round"": 7, ""budget"": 192, ""best_label"": 3.8949242631}]"
random-prior,66,192,192,3.9218,2.4692,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.88860160002}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8231935446900014}, {""round"": 2, ""budget"": 72, ""best_label"": 3.91218570489}, {""round"": 3, ""budget"": 96, ""best_label"": 3.803737540765}, {""round"": 4, ""budget"": 120, ""best_label"": 3.75774692977333}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9218424121900006}, {""round"": 6, ""budget"": 168, ""best_label"": 3.80718392505}, {""round"": 7, ""budget"": 192, ""best_label"": 3.87506031443}]"
random-prior,77,192,192,3.9122,2.9279,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.8109936534800006}, {""round"": 1, ""budget"": 48, ""best_label"": 3.910500967830002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.8367989063514303}, {""round"": 3, ""budget"": 96, ""best_label"": 3.79312030725}, {""round"": 4, ""budget"": 120, ""best_label"": 3.91218570489}, {""round"": 5, ""budget"": 144, ""best_label"": 3.803737540765}, {""round"": 6, ""budget"": 168, ""best_label"": 3.7134090578185694}, {""round"": 7, ""budget"": 192, ""best_label"": 3.77057133739}]"
random-prior,88,192,192,3.9923,2.8032,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.80040312923}, {""round"": 1, ""budget"": 48, ""best_label"": 3.772891574780002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82689906554}, {""round"": 3, ""budget"": 96, ""best_label"": 3.803737540765}, {""round"": 4, ""budget"": 120, ""best_label"": 3.87168399712}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9923212258}, {""round"": 6, ""budget"": 168, ""best_label"": 3.79312030725}, {""round"": 7, ""budget"": 192, ""best_label"": 3.92875026083}]"
random-prior,11,384,384,4.008,1.955,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78401025256}, {""round"": 1, ""budget"": 48, ""best_label"": 3.76962261142}, {""round"": 2, ""budget"": 72, ""best_label"": 3.79726321519}, {""round"": 3, ""budget"": 96, ""best_label"": 3.793548817130002}, {""round"": 4, ""budget"": 120, ""best_label"": 3.81163900632}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9923212258}, {""round"": 6, ""budget"": 168, ""best_label"": 3.82663130139}, {""round"": 7, ""budget"": 192, ""best_label"": 3.86861083016}, {""round"": 8, ""budget"": 216, ""best_label"": 3.79238590905}, {""round"": 9, ""budget"": 240, ""best_label"": 3.792177927330002}, {""round"": 10, ""budget"": 264, ""best_label"": 3.95708916547}, {""round"": 11, ""budget"": 288, ""best_label"": 4.0079749859}, {""round"": 12, ""budget"": 312, ""best_label"": 3.89999651157}, {""round"": 13, ""budget"": 336, ""best_label"": 3.9297767208800014}, {""round"": 14, ""budget"": 360, ""best_label"": 3.79312030725}, {""round"": 15, ""budget"": 384, ""best_label"": 3.8115665115383295}]"
